SampleID	Year_Plot	SampleName	SampleNo	SampleType	LibraryType	Year	TubeName	Seedlot	OriginalNo	RepNo	VarietyFullName	Variety	Plot.x	Location	PreCrop	PreCrop_clean	SoilType	Plot.y	M_52	M_52_method2	X52_method1	M_class1	M_class2	S_48	S_48_method2	S_48_method1	V_50	V_50_method2	V_50_method1
HeelEye2019.171.34.E.16S_000000000.JFHYF	2020_C_171	HeelEye2019-171-34-E-16S	25	Eye	16S	2019-2020	171-34-E	171	171	34	Festien	C	C_171	LUTTELGEEST	NA	Unknown	Sand	C_171	261.7203338	-2.001791956	-2.244456544	Low	Low	702.7119943	-1.080743782	-1.262365505	590.6100859	-1.225563749	-1.436879088
HeelEye2019.172.12.E.16S_000000000.JLB35	2020_C_172	HeelEye2019-172-12-E-16S	489	Eye	16S	2019-2020	172-12-E	172	172	12	Festien	C	C_172	WACHTUM	NA	Unknown	Sand	C_172	745.4606385	1.012754949	-0.656897419	High	Middle	827.2606977	0.846572111	-0.689868649	649.9372514	-0.279927606	-0.62913007
HeelEye2019.172.34.E.16S_000000000.JKRF4	2020_C_172	HeelEye2019-172-34-E-16S	173	Eye	16S	2019-2020	172-34-E	172	172	34	Festien	C	C_172	WACHTUM	NA	Unknown	Sand	C_172	745.4606385	1.012754949	-0.656897419	High	Middle	827.2606977	0.846572111	-0.689868649	649.9372514	-0.279927606	-0.62913007
HeelEye2019.173.12.E.16S_000000000.JMLM7	2020_C_173	HeelEye2019-173-12-E-16S	380	Eye	16S	2019-2020	173-12-E	173	173	12	Festien	C	C_173	HELLUM	NA	Unknown	Sand	C_173	807.1674901	1.3972964	-0.454385297	High	High	787.8499618	0.236714797	-0.871022862	680.719197	0.210716437	-0.210028869
HeelEye2019.173.34.E.16S_000000000.JLBCC	2020_C_173	HeelEye2019-173-34-E-16S	597	Eye	16S	2019-2020	173-34-E	173	173	34	Festien	C	C_173	HELLUM	NA	Unknown	Sand	C_173	807.1674901	1.3972964	-0.454385297	High	High	787.8499618	0.236714797	-0.871022862	680.719197	0.210716437	-0.210028869
HeelEye2019.174.12.E.16S_000000000.JLBMN	2020_C_174	HeelEye2019-174-12-E-16S	416	Eye	16S	2019-2020	174-12-E	174	174	12	Festien	C	C_174	HELLUM	NA	Unknown	Clay	C_174	688.5837955	0.658312887	-0.843558216	High	Middle	819.2755484	0.723006753	-0.726572948	689.1200959	0.344621259	-0.095649264
HeelEye2019.174.34.E.16S_000000000.JMM89	2020_C_174	HeelEye2019-174-34-E-16S	193	Eye	16S	2019-2020	174-34-E	174	174	34	Festien	C	C_174	HELLUM	NA	Unknown	Clay	C_174	688.5837955	0.658312887	-0.843558216	High	Middle	819.2755484	0.723006753	-0.726572948	689.1200959	0.344621259	-0.095649264
HeelEye2019.175.12.E.16S_000000000.JLHG5	2020_C_175	HeelEye2019-175-12-E-16S	292	Eye	16S	2019-2020	175-12-E	175	175	12	Festien	C	C_175	SIDDEBUREN	Tarwe en groenbemester	Wheat	Sand	C_175	392.8347273	-1.184720306	-1.814159854	Low	Low	773.7489237	0.018509758	-0.935839273	585.3459259	-1.30947101	-1.508551483
HeelEye2019.175.34.E.16S_000000000.JK6WL	2020_C_175	HeelEye2019-175-34-E-16S	688	Eye	16S	2019-2020	175-34-E	175	175	34	Festien	C	C_175	SIDDEBUREN	Tarwe en groenbemester	Wheat	Sand	C_175	392.8347273	-1.184720306	-1.814159854	Low	Low	773.7489237	0.018509758	-0.935839273	585.3459259	-1.30947101	-1.508551483
HeelEye2019.176.12.E.16S_000000000.JFHYF	2020_C_176	HeelEye2019-176-12-E-16S	37	Eye	16S	2019-2020	176-12-E	176	176	12	Festien	C	C_176	HOGE HEXEL	NA	Unknown	Sand	C_176	763.3449517	1.124205453	-0.598203933	High	High	782.6225799	0.155824223	-0.89505089	667.6496165	0.002395887	-0.387973336
HeelEye2019.176.34.E.16S_000000000.JMHTR	2020_C_176	HeelEye2019-176-34-E-16S	634	Eye	16S	2019-2020	176-34-E	176	176	34	Festien	C	C_176	HOGE HEXEL	NA	Unknown	Sand	C_176	763.3449517	1.124205453	-0.598203933	High	High	782.6225799	0.155824223	-0.89505089	667.6496165	0.002395887	-0.387973336
HeelEye2019.177.12.E.16S_000000000.JLBCC	2020_C_177	HeelEye2019-177-12-E-16S	577	Eye	16S	2019-2020	177-12-E	177	177	12	Festien	C	C_177	WIERDEN	NA	Unknown	Sand	C_177	706.9185799	0.772570614	-0.783386356	High	Middle	835.4943821	0.973983399	-0.65202194	756.0432493	1.411332472	0.815520365
HeelEye2019.177.34.E.16S_000000000.JMLN7	2020_C_177	HeelEye2019-177-34-E-16S	563	Eye	16S	2019-2020	177-34-E	177	177	34	Festien	C	C_177	WIERDEN	NA	Unknown	Sand	C_177	706.9185799	0.772570614	-0.783386356	High	Middle	835.4943821	0.973983399	-0.65202194	756.0432493	1.411332472	0.815520365
HeelEye2019.178.12.E.16S_000000000.JH6L7	2020_C_178	HeelEye2019-178-12-E-16S	85	Eye	16S	2019-2020	178-12-E	178	178	12	Festien	C	C_178	WIERDEN	NA	Unknown	Sand	C_178	945.4649159	2.259130886	-0.000515032	High	High	916.142448	2.221963467	-0.281317445	839.0357095	2.734177905	1.945476222
HeelEye2019.178.34.E.16S_000000000.JH6L7	2020_C_178	HeelEye2019-178-34-E-16S	50	Eye	16S	2019-2020	178-34-E	178	178	34	Festien	C	C_178	WIERDEN	NA	Unknown	Sand	C_178	945.4649159	2.259130886	-0.000515032	High	High	916.142448	2.221963467	-0.281317445	839.0357095	2.734177905	1.945476222
HeelEye2019.179.12.E.16S_000000000.JLBCC	2020_C_179	HeelEye2019-179-12-E-16S	596	Eye	16S	2019-2020	179-12-E	179	179	12	Festien	C	C_179	MARKNESSE	NA	Unknown	Clay	C_179	552.2786357	-0.191106303	-1.29089018	Middle	Middle	800.3925514	0.430803789	-0.813369969	688.5877981	0.336136781	-0.102896585
HeelEye2019.179.34.E.16S_000000000.JMHTR	2020_C_179	HeelEye2019-179-34-E-16S	663	Eye	16S	2019-2020	179-34-E	179	179	34	Festien	C	C_179	MARKNESSE	NA	Unknown	Clay	C_179	552.2786357	-0.191106303	-1.29089018	Middle	Middle	800.3925514	0.430803789	-0.813369969	688.5877981	0.336136781	-0.102896585
HeelEye2019.180.12.E.16S_000000000.JMHTR	2020_C_180	HeelEye2019-180-12-E-16S	640	Eye	16S	2019-2020	180-12-E	180	180	12	Festien	C	C_180	WIJSTER	NA	Unknown	Sand	C_180	835.0619962	1.571127888	-0.362839943	High	High	855.4966671	1.283506669	-0.560080033	694.967517	0.43782532	-0.016035674
HeelEye2019.180.34.E.16S_000000000.JMM89	2020_C_180	HeelEye2019-180-34-E-16S	199	Eye	16S	2019-2020	180-34-E	180	180	34	Festien	C	C_180	WIJSTER	NA	Unknown	Sand	C_180	835.0619962	1.571127888	-0.362839943	High	High	855.4966671	1.283506669	-0.560080033	694.967517	0.43782532	-0.016035674
HeelEye2019.61.12.E.16S_000000000.JLB35	2020_D_61	HeelEye2019-61-12-E-16S	481	Eye	16S	2019-2020	61-12-E	61	61	12	Innovator	D	D_61	EENUM	tarwe en groenbemester	Wheat	Clay	D_61	818.3662747	-0.458477129	-0.417632658	Low	Middle	1070.707792	-0.426553646	0.429153008	797.9683396	2.077336301	1.386337296
HeelEye2019.61.34.E.16S_000000000.JFHYF	2020_D_61	HeelEye2019-61-34-E-16S	33	Eye	16S	2019-2020	61-34-E	61	61	34	Innovator	D	D_61	EENUM	tarwe en groenbemester	Wheat	Clay	D_61	818.3662747	-0.458477129	-0.417632658	Low	Middle	1070.707792	-0.426553646	0.429153008	797.9683396	2.077336301	1.386337296
HeelEye2019.62.12.E.16S_000000000.JMMDW	2020_D_62	HeelEye2019-62-12-E-16S	443	Eye	16S	2019-2020	62-12-E	62	62	12	Innovator	D	D_62	HOLWIERDE	NA	Unknown	Clay	D_62	830.9508298	-0.289616316	-0.37633214	Middle	Middle	1053.394449	-0.656108044	0.349571009	720.366455	0.290901855	0.329775003
HeelEye2019.62.34.E.16S_000000000.JH6L7	2020_D_62	HeelEye2019-62-34-E-16S	57	Eye	16S	2019-2020	62-34-E	62	62	34	Innovator	D	D_62	HOLWIERDE	NA	Unknown	Clay	D_62	830.9508298	-0.289616316	-0.37633214	Middle	Middle	1053.394449	-0.656108044	0.349571009	720.366455	0.290901855	0.329775003
HeelEye2019.63.34.E.16S_000000000.JK6WL	2020_D_63	HeelEye2019-63-34-E-16S	685	Eye	16S	2019-2020	63-34-E	63	63	34	Innovator	D	D_63	USQUERT	NA	Unknown	Clay	D_63	833.3315672	-0.257671346	-0.368518937	Middle	Middle	1110.257099	0.09782324	0.61094417	701.4772622	-0.143936871	0.072595568
HeelEye2019.63.12.E.16S_000000000.JKP74	2020_D_63	HeelEye2019-63-12-E-16S	273	Eye	16S	2019-2020	63-12-E	63	63	12	Innovator	D	D_63	USQUERT	NA	Unknown	Clay	D_63	833.3315672	-0.257671346	-0.368518937	Middle	Middle	1110.257099	0.09782324	0.61094417	701.4772622	-0.143936871	0.072595568
HeelEye2019.64.12.E.16S_000000000.JLBCC	2020_D_64	HeelEye2019-64-12-E-16S	613	Eye	16S	2019-2020	64-12-E	64	64	12	Innovator	D	D_64	USQUERT	NA	Unknown	Clay	D_64	1015.142506	2.181885922	0.228155792	High	High	1220.380167	1.557924497	1.117132585	629.861277	-1.792572899	-0.90246773
HeelEye2019.64.34.E.16S_000000000.JLHG5	2020_D_64	HeelEye2019-64-34-E-16S	304	Eye	16S	2019-2020	64-34-E	64	64	34	Innovator	D	D_64	USQUERT	NA	Unknown	Clay	D_64	1015.142506	2.181885922	0.228155792	High	High	1220.380167	1.557924497	1.117132585	629.861277	-1.792572899	-0.90246773
HeelEye2019.65.12.E.16S_000000000.JKP3P	2020_D_65	HeelEye2019-65-12-E-16S	137	Eye	16S	2019-2020	65-12-E	65	65	12	Innovator	D	D_65	ZANDEWEER	Wintertarwe	Wheat	Clay	D_65	957.1824132	1.404171629	0.03793994	High	High	1206.699247	1.37653172	1.054247274	710.363776	0.060635149	0.1935869
HeelEye2019.65.34.E.16S_000000000.JLBMN	2020_D_65	HeelEye2019-65-34-E-16S	413	Eye	16S	2019-2020	65-34-E	65	65	34	Innovator	D	D_65	ZANDEWEER	Wintertarwe	Wheat	Clay	D_65	957.1824132	1.404171629	0.03793994	High	High	1206.699247	1.37653172	1.054247274	710.363776	0.060635149	0.1935869
HeelEye2019.66.12.E.16S_000000000.JFHYF	2020_D_66	HeelEye2019-66-12-E-16S	44	Eye	16S	2019-2020	66-12-E	66	66	12	Innovator	D	D_66	UITHUIZERMEEDEN	Bieten	Sugar beet	Clay	D_66	947.3504011	1.272244712	0.005672832	High	High	1102.295717	-0.007735238	0.57434912	767.8020646	1.382893466	0.975618551
HeelEye2019.66.34.E.16S_000000000.JMLN7	2020_D_66	HeelEye2019-66-34-E-16S	542	Eye	16S	2019-2020	66-34-E	66	66	34	Innovator	D	D_66	UITHUIZERMEEDEN	Bieten	Sugar beet	Clay	D_66	947.3504011	1.272244712	0.005672832	High	High	1102.295717	-0.007735238	0.57434912	767.8020646	1.382893466	0.975618551
HeelEye2019.67.12.E.16S_000000000.JK6WL	2020_D_67	HeelEye2019-67-12-E-16S	698	Eye	16S	2019-2020	67-12-E	67	67	12	Innovator	D	D_67	WARFFUM	Wintertarwe	Wheat	Clay	D_67	778.6315032	-0.991642246	-0.54803589	Low	Middle	1097.377338	-0.072947111	0.551741446	714.0530798	0.14556478	0.243817372
HeelEye2019.67.34.E.16S_000000000.JMM89	2020_D_67	HeelEye2019-67-34-E-16S	220	Eye	16S	2019-2020	67-34-E	67	67	34	Innovator	D	D_67	WARFFUM	Wintertarwe	Wheat	Clay	D_67	778.6315032	-0.991642246	-0.54803589	Low	Middle	1097.377338	-0.072947111	0.551741446	714.0530798	0.14556478	0.243817372
HeelEye2019.68.12.E.16S_000000000.JKP74	2020_D_68	HeelEye2019-68-12-E-16S	249	Eye	16S	2019-2020	68-12-E	68	68	12	Innovator	D	D_68	MUNNEKEZIJL	NA	Unknown	Clay	D_68	893.893925	0.554960397	-0.169762863	High	Middle	1115.437828	0.16651356	0.634757755	659.2761064	-1.115428721	-0.50198004
HeelEye2019.68.34.E.16S_000000000.JLHG5	2020_D_68	HeelEye2019-68-34-E-16S	297	Eye	16S	2019-2020	68-34-E	68	68	34	Innovator	D	D_68	MUNNEKEZIJL	NA	Unknown	Clay	D_68	893.893925	0.554960397	-0.169762863	High	Middle	1115.437828	0.16651356	0.634757755	659.2761064	-1.115428721	-0.50198004
HeelEye2019.69.12.E.16S_000000000.JH6L7	2020_D_69	HeelEye2019-69-12-E-16S	89	Eye	16S	2019-2020	69-12-E	69	69	12	Innovator	D	D_69	ANJUM	NA	Unknown	Clay	D_69	856.9631292	0.059419305	-0.29096389	Middle	Middle	1141.084456	0.506557433	0.752644284	718.5484953	0.249051507	0.305023185
HeelEye2019.69.34.E.16S_000000000.JMLN7	2020_D_69	HeelEye2019-69-34-E-16S	561	Eye	16S	2019-2020	69-34-E	69	69	34	Innovator	D	D_69	ANJUM	NA	Unknown	Clay	D_69	856.9631292	0.059419305	-0.29096389	Middle	Middle	1141.084456	0.506557433	0.752644284	718.5484953	0.249051507	0.305023185
HeelEye2019.70.12.E.16S_000000000.JLHG5	2020_D_70	HeelEye2019-70-12-E-16S	323	Eye	16S	2019-2020	70-12-E	70	70	12	Innovator	D	D_70	FERWERT	NA	Unknown	Clay	D_70	852.5099985	-0.000333247	-0.305578361	Middle	Middle	1127.218962	0.322717425	0.688910565	699.2480369	-0.19525476	0.042244302
HeelEye2019.70.34.E.16S_000000000.JMHTR	2020_D_70	HeelEye2019-70-34-E-16S	631	Eye	16S	2019-2020	70-34-E	70	70	34	Innovator	D	D_70	FERWERT	NA	Unknown	Clay	D_70	852.5099985	-0.000333247	-0.305578361	Middle	Middle	1127.218962	0.322717425	0.688910565	699.2480369	-0.19525476	0.042244302
HeelEye2019.71.12.E.16S_000000000.JMLN7	2020_D_71	HeelEye2019-71-12-E-16S	558	Eye	16S	2019-2020	71-12-E	71	71	12	Innovator	D	D_71	MARRUM	NA	Unknown	Clay	D_71	818.7644022	-0.453135016	-0.416326067	Low	Middle	1111.816885	0.11850416	0.618113839	707.1938835	-0.012337371	0.150428297
HeelEye2019.71.34.E.16S_000000000.JKRF4	2020_D_71	HeelEye2019-71-34-E-16S	175	Eye	16S	2019-2020	71-34-E	71	71	34	Innovator	D	D_71	MARRUM	NA	Unknown	Clay	D_71	818.7644022	-0.453135016	-0.416326067	Low	Middle	1111.816885	0.11850416	0.618113839	707.1938835	-0.012337371	0.150428297
HeelEye2019.72.12.E.16S_000000000.JMLM7	2020_D_72	HeelEye2019-72-12-E-16S	364	Eye	16S	2019-2020	72-12-E	72	72	12	Innovator	D	D_72	WESTHOEK	NA	Unknown	Clay	D_72	732.6090709	-1.609175823	-0.69907423	Low	Low	916.4132508	-2.472316232	-0.280072681	697.0378576	-0.2461342	0.012152351
HeelEye2019.72.34.E.16S_000000000.JLBCC	2020_D_72	HeelEye2019-72-34-E-16S	611	Eye	16S	2019-2020	72-34-E	72	72	34	Innovator	D	D_72	WESTHOEK	NA	Unknown	Clay	D_72	732.6090709	-1.609175823	-0.69907423	Low	Low	916.4132508	-2.472316232	-0.280072681	697.0378576	-0.2461342	0.012152351
HeelEye2019.73.12.E.16S_000000000.JKRF4	2020_D_73	HeelEye2019-73-12-E-16S	184	Eye	16S	2019-2020	73-12-E	73	73	12	Innovator	D	D_73	DRONRIJP	Zomertarwe	Wheat	Clay	D_73	901.6152804	0.658566312	-0.144422596	High	Middle	1126.893764	0.318405684	0.687415769	648.2885207	-1.368368473	-0.651577807
HeelEye2019.73.34.E.16S_000000000.JFHYF	2020_D_73	HeelEye2019-73-34-E-16S	17	Eye	16S	2019-2020	73-34-E	73	73	34	Innovator	D	D_73	DRONRIJP	Zomertarwe	Wheat	Clay	D_73	901.6152804	0.658566312	-0.144422596	High	Middle	1126.893764	0.318405684	0.687415769	648.2885207	-1.368368473	-0.651577807
HeelEye2019.74.12.E.16S_000000000.JMLM7	2020_D_74	HeelEye2019-74-12-E-16S	348	Eye	16S	2019-2020	74-12-E	74	74	12	Innovator	D	D_74	OUDE BILDTZIJL	NA	Unknown	Clay	D_74	757.7870015	-1.271335844	-0.616444246	Low	Low	918.8228501	-2.440367804	-0.268996789	708.5140765	0.018054135	0.168402939
HeelEye2019.74.34.E.16S_000000000.JMM89	2020_D_74	HeelEye2019-74-34-E-16S	235	Eye	16S	2019-2020	74-34-E	74	74	34	Innovator	D	D_74	OUDE BILDTZIJL	NA	Unknown	Clay	D_74	757.7870015	-1.271335844	-0.616444246	Low	Low	918.8228501	-2.440367804	-0.268996789	708.5140765	0.018054135	0.168402939
HeelEye2019.75.34.E.16S_000000000.JMM89	2020_D_75	HeelEye2019-75-34-E-16S	236	Eye	16S	2019-2020	75-34-E	75	75	34	Innovator	D	D_75	OUDE BILDTZIJL	Suikerbieten	Sugar beet	Clay	D_75	881.0093494	0.38207388	-0.212048001	Middle	Middle	1080.10623	-0.301941506	0.472353588	666.548334	-0.948018381	-0.402967477
HeelEye2019.75.12.E.16S_000000000.JMLN7	2020_D_75	HeelEye2019-75-12-E-16S	536	Eye	16S	2019-2020	75-12-E	75	75	12	Innovator	D	D_75	OUDE BILDTZIJL	Suikerbieten	Sugar beet	Clay	D_75	881.0093494	0.38207388	-0.212048001	Middle	Middle	1080.10623	-0.301941506	0.472353588	666.548334	-0.948018381	-0.402967477
HeelEye2019.76.12.E.16S_000000000.JLHG5	2020_D_76	HeelEye2019-76-12-E-16S	331	Eye	16S	2019-2020	76-12-E	76	76	12	Innovator	D	D_76	PINGJUM	Grasland	Grass	Clay	D_76	774.1249883	-1.052111112	-0.562825559	Low	Low	1144.249276	0.54851919	0.7671916	718.9223666	0.257658212	0.310113504
HeelEye2019.76.34.E.16S_000000000.JKP74	2020_D_76	HeelEye2019-76-34-E-16S	282	Eye	16S	2019-2020	76-34-E	76	76	34	Innovator	D	D_76	PINGJUM	Grasland	Grass	Clay	D_76	774.1249883	-1.052111112	-0.562825559	Low	Low	1144.249276	0.54851919	0.7671916	718.9223666	0.257658212	0.310113504
HeelEye2019.77.12.E.16S_000000000.JKP74	2020_D_77	HeelEye2019-77-12-E-16S	247	Eye	16S	2019-2020	77-12-E	77	77	12	Innovator	D	D_77	PIETERSBIERUM	NA	Unknown	Clay	D_77	842.5674479	-0.13374338	-0.338208238	Middle	Middle	1140.847673	0.503417964	0.751555891	756.7129604	1.127616703	0.824638591
HeelEye2019.77.34.E.16S_000000000.JKP74	2020_D_77	HeelEye2019-77-34-E-16S	268	Eye	16S	2019-2020	77-34-E	77	77	34	Innovator	D	D_77	PIETERSBIERUM	NA	Unknown	Clay	D_77	842.5674479	-0.13374338	-0.338208238	Middle	Middle	1140.847673	0.503417964	0.751555891	756.7129604	1.127616703	0.824638591
HeelEye2019.78.12.E.16S_000000000.JMLN7	2020_D_78	HeelEye2019-78-12-E-16S	556	Eye	16S	2019-2020	78-12-E	78	78	12	Innovator	D	D_78	RUTTEN	Graszaad	Grass	Clay	D_78	887.9185047	0.474781613	-0.189373247	High	Middle	1077.828	-0.332148142	0.461881541	683.8886479	-0.548835627	-0.16687628
HeelEye2019.78.34.E.16S_000000000.JFHYF	2020_D_78	HeelEye2019-78-34-E-16S	26	Eye	16S	2019-2020	78-34-E	78	78	34	Innovator	D	D_78	RUTTEN	Graszaad	Grass	Clay	D_78	887.9185047	0.474781613	-0.189373247	High	Middle	1077.828	-0.332148142	0.461881541	683.8886479	-0.548835627	-0.16687628
HeelEye2019.79.12.E.16S_000000000.JMLM7	2020_D_79	HeelEye2019-79-12-E-16S	368	Eye	16S	2019-2020	79-12-E	79	79	12	Innovator	D	D_79	CREIL	NA	Unknown	Clay	D_79	935.5239909	1.113556764	-0.033139575	High	High	1247.434212	1.916629028	1.241488397	790.1976303	1.89845066	1.280537824
HeelEye2019.79.34.E.16S_000000000.JLBCC	2020_D_79	HeelEye2019-79-34-E-16S	581	Eye	16S	2019-2020	79-34-E	79	79	34	Innovator	D	D_79	CREIL	NA	Unknown	Clay	D_79	935.5239909	1.113556764	-0.033139575	High	High	1247.434212	1.916629028	1.241488397	790.1976303	1.89845066	1.280537824
HeelEye2019.80.12.E.16S_000000000.JLBMN	2020_D_80	HeelEye2019-80-12-E-16S	424	Eye	16S	2019-2020	80-12-E	80	80	12	Innovator	D	D_80	EMMELOORD	NA	Unknown	Clay	D_80	879.5367666	0.362314617	-0.216880785	Middle	Middle	1103.152404	0.003623414	0.578286942	700.3415485	-0.170081574	0.05713264
HeelEye2019.80.34.E.16S_000000000.JLB35	2020_D_80	HeelEye2019-80-34-E-16S	508	Eye	16S	2019-2020	80-34-E	80	80	34	Innovator	D	D_80	EMMELOORD	NA	Unknown	Clay	D_80	879.5367666	0.362314617	-0.216880785	Middle	Middle	1103.152404	0.003623414	0.578286942	700.3415485	-0.170081574	0.05713264
HeelEye2019.81.12.E.16S_000000000.JMLM7	2020_D_81	HeelEye2019-81-12-E-16S	362	Eye	16S	2019-2020	81-12-E	81	81	12	Innovator	D	D_81	EMMELOORD	Uien	Onion	Clay	D_81	835.4541138	-0.229190804	-0.361553075	Middle	Middle	1024.839666	-1.034710589	0.218316946	754.3952517	1.074261883	0.79308261
HeelEye2019.81.34.E.16S_000000000.JFHYF	2020_D_81	HeelEye2019-81-34-E-16S	11	Eye	16S	2019-2020	81-34-E	81	81	34	Innovator	D	D_81	EMMELOORD	Uien	Onion	Clay	D_81	835.4541138	-0.229190804	-0.361553075	Middle	Middle	1024.839666	-1.034710589	0.218316946	754.3952517	1.074261883	0.79308261
HeelEye2019.82.12.E.16S_000000000.JFHYF	2020_D_82	HeelEye2019-82-12-E-16S	13	Eye	16S	2019-2020	82-12-E	82	82	12	Innovator	D	D_82	RUTTEN	Uien	Onion	Clay	D_82	661.1850723	-2.567550142	-0.93347649	Low	Low	1056.98146	-0.608548529	0.366058958	700.316292	-0.170662989	0.05678877
HeelEye2019.82.34.E.16S_000000000.JLHG5	2020_D_82	HeelEye2019-82-34-E-16S	314	Eye	16S	2019-2020	82-34-E	82	82	34	Innovator	D	D_82	RUTTEN	Uien	Onion	Clay	D_82	661.1850723	-2.567550142	-0.93347649	Low	Low	1056.98146	-0.608548529	0.366058958	700.316292	-0.170662989	0.05678877
HeelEye2019.83.12.E.16S_000000000.JKP3P	2020_D_83	HeelEye2019-83-12-E-16S	136	Eye	16S	2019-2020	83-12-E	83	83	12	Innovator	D	D_83	ESPEL	Lely	Lily	Clay	D_83	769.3488976	-1.116197172	-0.578499933	Low	Low	1077.698391	-0.333866605	0.461285784	633.7686564	-1.702623058	-0.849268123
HeelEye2019.83.34.E.16S_000000000.JFHYF	2020_D_83	HeelEye2019-83-34-E-16S	43	Eye	16S	2019-2020	83-34-E	83	83	34	Innovator	D	D_83	ESPEL	Lely	Lily	Clay	D_83	769.3488976	-1.116197172	-0.578499933	Low	Low	1077.698391	-0.333866605	0.461285784	633.7686564	-1.702623058	-0.849268123
HeelEye2019.84.12.E.16S_000000000.JMLM7	2020_D_84	HeelEye2019-84-12-E-16S	382	Eye	16S	2019-2020	84-12-E	84	84	12	Innovator	D	D_84	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	D_84	939.8600695	1.171738698	-0.018909251	High	High	1214.042332	1.473892312	1.088000278	752.7606265	1.036631989	0.770826922
HeelEye2019.84.4.E.16S_000000000.JMLN7	2020_D_84	HeelEye2019-84-4-E-16S	552	Eye	16S	2019-2020	84-4-E	84	84	4	Innovator	D	D_84	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	D_84	939.8600695	1.171738698	-0.018909251	High	High	1214.042332	1.473892312	1.088000278	752.7606265	1.036631989	0.770826922
HeelEye2019.85.12.E.16S_000000000.JMLN7	2020_D_85	HeelEye2019-85-12-E-16S	566	Eye	16S	2019-2020	85-12-E	85	85	12	Innovator	D	D_85	NAGELE	Tulpen	Tulip	Clay	D_85	795.7578245	-0.761839564	-0.491830014	Low	Middle	1008.699064	-1.248715826	0.144125536	634.8998055	-1.676583438	-0.833867345
HeelEye2019.85.34.E.16S_000000000.JLBMN	2020_D_85	HeelEye2019-85-34-E-16S	422	Eye	16S	2019-2020	85-34-E	85	85	34	Innovator	D	D_85	NAGELE	Tulpen	Tulip	Clay	D_85	795.7578245	-0.761839564	-0.491830014	Low	Middle	1008.699064	-1.248715826	0.144125536	634.8998055	-1.676583438	-0.833867345
HeelEye2019.86.34.E.16S_000000000.JKP3P	2020_D_86	HeelEye2019-86-34-E-16S	118	Eye	16S	2019-2020	86-34-E	86	86	34	Innovator	D	D_86	NAGELE	NA	Unknown	Clay	D_86	822.0180906	-0.4094767	-0.405647977	Low	Middle	1050.444311	-0.695223366	0.336010496	672.9217266	-0.801299675	-0.316192698
HeelEye2019.86.12.E.16S_000000000.JKRF4	2020_D_86	HeelEye2019-86-12-E-16S	159	Eye	16S	2019-2020	86-12-E	86	86	12	Innovator	D	D_86	NAGELE	NA	Unknown	Clay	D_86	822.0180906	-0.4094767	-0.405647977	Low	Middle	1050.444311	-0.695223366	0.336010496	672.9217266	-0.801299675	-0.316192698
HeelEye2019.87.12.E.16S_000000000.JMLM7	2020_D_87	HeelEye2019-87-12-E-16S	343	Eye	16S	2019-2020	87-12-E	87	87	12	Innovator	D	D_87	LUTTELGEEST	Tulpen	Tulip	Clay	D_87	919.0850404	0.89297729	-0.087089609	High	Middle	1135.131246	0.42762493	0.725279936	721.4688255	0.31627898	0.344783957
HeelEye2019.87.34.E.16S_000000000.JMMDW	2020_D_87	HeelEye2019-87-34-E-16S	475	Eye	16S	2019-2020	87-34-E	87	87	34	Innovator	D	D_87	LUTTELGEEST	Tulpen	Tulip	Clay	D_87	919.0850404	0.89297729	-0.087089609	High	Middle	1135.131246	0.42762493	0.725279936	721.4688255	0.31627898	0.344783957
HeelEye2019.88.34.E.16S_000000000.JFHYF	2020_D_88	HeelEye2019-88-34-E-16S	18	Eye	16S	2019-2020	88-34-E	88	88	34	Innovator	D	D_88	MARKNESSE	Bollen	Tulip	Clay	D_88	851.1110679	-0.019104236	-0.310169429	Middle	Middle	1161.440612	0.776455911	0.846212782	736.8391833	0.670112352	0.55405388
HeelEye2019.88.12.E.16S_000000000.JK6WL	2020_D_88	HeelEye2019-88-12-E-16S	684	Eye	16S	2019-2020	88-12-E	88	88	12	Innovator	D	D_88	MARKNESSE	Bollen	Tulip	Clay	D_88	851.1110679	-0.019104236	-0.310169429	Middle	Middle	1161.440612	0.776455911	0.846212782	736.8391833	0.670112352	0.55405388
HeelEye2019.89.12.E.16S_000000000.JKRF4	2020_D_89	HeelEye2019-89-12-E-16S	190	Eye	16S	2019-2020	89-12-E	89	89	12	Innovator	D	D_89	ANNA PAULOWNA	NA	Unknown	Clay	D_89	942.5385134	1.207678324	-0.010119022	High	High	1184.612112	1.083682511	0.952722208	754.9389647	1.086778429	0.80048535
HeelEye2019.89.34.E.16S_000000000.JKP3P	2020_D_89	HeelEye2019-89-34-E-16S	142	Eye	16S	2019-2020	89-34-E	89	89	34	Innovator	D	D_89	ANNA PAULOWNA	NA	Unknown	Clay	D_89	942.5385134	1.207678324	-0.010119022	High	High	1184.612112	1.083682511	0.952722208	754.9389647	1.086778429	0.80048535
HeelEye2019.90.12.E.16S_000000000.JMLM7	2020_D_90	HeelEye2019-90-12-E-16S	341	Eye	16S	2019-2020	90-12-E	90	90	12	Innovator	D	D_90	DREISCHOR	Plantuien	Onion	Clay	D_90	843.9069816	-0.115769384	-0.333812101	Middle	Middle	1060.066818	-0.567640339	0.380241024	672.9743455	-0.800088361	-0.315476283
