SampleID	Year_Plot	SampleName	LocationPlateDNAiso	SampleNoRand	Year	Compartment	LibraryType	PlateX	SampleName2	RunNo	Runcode	Replica	Seedlot	OriginalNo	VarietyFullName	Variety	Plot.x	Location	PreCrop	PreCrop_clean	SoilType	Plot.y	M_52	M_52_method2	X52_method1	M_class1	M_class2	S_48	S_48_method2	S_48_method1	V_50	V_50_method2	V_50_method1
HeelEye2019.79.12.H.16S_000000000.JMLM7	2020_D_79	HeelEye2019-79-12-H-16S	F8	356	2019-2020	Heel	16S	G	79-12-H	SON5934	_000000000-JMLM7	12	79	79	Innovator	D	D_79	CREIL	NA	Unknown	Clay	D_79	935.5239909	1.113556764	-0.033139575	High	High	1247.434212	1.916629028	1.241488397	790.1976303	1.89845066	1.280537824
HeelEye2019.79.34.H.16S_000000000.JMHTR	2020_D_79	HeelEye2019-79-34-H-16S	G3	651	2019-2020	Heel	16S	J	79-34-H	SON5986	_000000000-JMHTR	34	79	79	Innovator	D	D_79	CREIL	NA	Unknown	Clay	D_79	935.5239909	1.113556764	-0.033139575	High	High	1247.434212	1.916629028	1.241488397	790.1976303	1.89845066	1.280537824
HeelEye2019.80.12.H.16S_000000000.JMMDW	2020_D_80	HeelEye2019-80-12-H-16S	G6	462	2019-2020	Heel	16S	H	80-12-H	SON5935	_000000000-JMMDW	12	80	80	Innovator	D	D_80	EMMELOORD	NA	Unknown	Clay	D_80	879.5367666	0.362314617	-0.216880785	Middle	Middle	1103.152404	0.003623414	0.578286942	700.3415485	-0.170081574	0.05713264
HeelEye2019.80.34.H.16S_000000000.JLBMN	2020_D_80	HeelEye2019-80-34-H-16S	C6	414	2019-2020	Heel	16S	H	80-34-H	SON5936	_000000000-JLBMN	34	80	80	Innovator	D	D_80	EMMELOORD	NA	Unknown	Clay	D_80	879.5367666	0.362314617	-0.216880785	Middle	Middle	1103.152404	0.003623414	0.578286942	700.3415485	-0.170081574	0.05713264
HeelEye2019.81.12.H.16S_000000000.JLB35	2020_D_81	HeelEye2019-81-12-H-16S	D8	524	2019-2020	Heel	16S	I	81-12-H	SON5984	_000000000-JLB35	12	81	81	Innovator	D	D_81	EMMELOORD	Uien	Onion	Clay	D_81	835.4541138	-0.229190804	-0.361553075	Middle	Middle	1024.839666	-1.034710589	0.218316946	754.3952517	1.074261883	0.79308261
HeelEye2019.81.34.H.16S_000000000.JMHTR	2020_D_81	HeelEye2019-81-34-H-16S	H8	668	2019-2020	Heel	16S	J	81-34-H	SON5986	_000000000-JMHTR	34	81	81	Innovator	D	D_81	EMMELOORD	Uien	Onion	Clay	D_81	835.4541138	-0.229190804	-0.361553075	Middle	Middle	1024.839666	-1.034710589	0.218316946	754.3952517	1.074261883	0.79308261
HeelEye2019.82.12.H.16S_000000000.JMHTR	2020_D_82	HeelEye2019-82-12-H-16S	F8	644	2019-2020	Heel	16S	J	82-12-H	SON5986	_000000000-JMHTR	12	82	82	Innovator	D	D_82	RUTTEN	Uien	Onion	Clay	D_82	661.1850723	-2.567550142	-0.93347649	Low	Low	1056.98146	-0.608548529	0.366058958	700.316292	-0.170662989	0.05678877
HeelEye2019.82.34.H.16S_000000000.JMLN7	2020_D_82	HeelEye2019-82-34-H-16S	F5	545	2019-2020	Heel	16S	I	82-34-H	SON5985	_000000000-JMLN7	34	82	82	Innovator	D	D_82	RUTTEN	Uien	Onion	Clay	D_82	661.1850723	-2.567550142	-0.93347649	Low	Low	1056.98146	-0.608548529	0.366058958	700.316292	-0.170662989	0.05678877
HeelEye2019.83.12.H.16S_000000000.JKP74	2020_D_83	HeelEye2019-83-12-H-16S	E1	241	2019-2020	Heel	16S	F	83-12-H	SON5931	_000000000-JKP74	12	83	83	Innovator	D	D_83	ESPEL	Lely	Lily	Clay	D_83	769.3488976	-1.116197172	-0.578499933	Low	Low	1077.698391	-0.333866605	0.461285784	633.7686564	-1.702623058	-0.849268123
HeelEye2019.83.34.H.16S_000000000.JLBCC	2020_D_83	HeelEye2019-83-34-H-16S	A10	586	2019-2020	Heel	16S	J	83-34-H	SON5987	_000000000-JLBCC	34	83	83	Innovator	D	D_83	ESPEL	Lely	Lily	Clay	D_83	769.3488976	-1.116197172	-0.578499933	Low	Low	1077.698391	-0.333866605	0.461285784	633.7686564	-1.702623058	-0.849268123
HeelEye2019.84.4.H.16S_000000000.JMM89	2020_D_84	HeelEye2019-84-4-H-16S	B6	210	2019-2020	Heel	16S	F	84-4-H	SON5932	_000000000-JMM89	4	84	84	Innovator	D	D_84	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	D_84	939.8600695	1.171738698	-0.018909251	High	High	1214.042332	1.473892312	1.088000278	752.7606265	1.036631989	0.770826922
HeelEye2019.84.12.H.16S_000000000.JLB35	2020_D_84	HeelEye2019-84-12-H-16S	A5	485	2019-2020	Heel	16S	I	84-12-H	SON5984	_000000000-JLB35	12	84	84	Innovator	D	D_84	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	D_84	939.8600695	1.171738698	-0.018909251	High	High	1214.042332	1.473892312	1.088000278	752.7606265	1.036631989	0.770826922
HeelEye2019.85.12.H.16S_000000000.JLHG5	2020_D_85	HeelEye2019-85-12-H-16S	C1	313	2019-2020	Heel	16S	G	85-12-H	SON5933	_000000000-JLHG5	12	85	85	Innovator	D	D_85	NAGELE	Tulpen	Tulip	Clay	D_85	795.7578245	-0.761839564	-0.491830014	Low	Middle	1008.699064	-1.248715826	0.144125536	634.8998055	-1.676583438	-0.833867345
HeelEye2019.85.34.H.16S_000000000.JMM89	2020_D_85	HeelEye2019-85-34-H-16S	D2	230	2019-2020	Heel	16S	F	85-34-H	SON5932	_000000000-JMM89	34	85	85	Innovator	D	D_85	NAGELE	Tulpen	Tulip	Clay	D_85	795.7578245	-0.761839564	-0.491830014	Low	Middle	1008.699064	-1.248715826	0.144125536	634.8998055	-1.676583438	-0.833867345
HeelEye2019.86.12.H.16S_000000000.JLBCC	2020_D_86	HeelEye2019-86-12-H-16S	C12	612	2019-2020	Heel	16S	J	86-12-H	SON5987	_000000000-JLBCC	12	86	86	Innovator	D	D_86	NAGELE	NA	Unknown	Clay	D_86	822.0180906	-0.4094767	-0.405647977	Low	Middle	1050.444311	-0.695223366	0.336010496	672.9217266	-0.801299675	-0.316192698
HeelEye2019.86.34.H.16S_000000000.JMLM7	2020_D_86	HeelEye2019-86-34-H-16S	G5	365	2019-2020	Heel	16S	G	86-34-H	SON5934	_000000000-JMLM7	34	86	86	Innovator	D	D_86	NAGELE	NA	Unknown	Clay	D_86	822.0180906	-0.4094767	-0.405647977	Low	Middle	1050.444311	-0.695223366	0.336010496	672.9217266	-0.801299675	-0.316192698
HeelEye2019.87.12.H.16S_000000000.JFHYF	2020_D_87	HeelEye2019-87-12-H-16S	D11	47	2019-2020	Heel	16S	D	87-12-H	SON5824	_000000000-JFHYF	12	87	87	Innovator	D	D_87	LUTTELGEEST	Tulpen	Tulip	Clay	D_87	919.0850404	0.89297729	-0.087089609	High	Middle	1135.131246	0.42762493	0.725279936	721.4688255	0.31627898	0.344783957
HeelEye2019.87.34.H.16S_000000000.JMM89	2020_D_87	HeelEye2019-87-34-H-16S	A2	194	2019-2020	Heel	16S	F	87-34-H	SON5932	_000000000-JMM89	34	87	87	Innovator	D	D_87	LUTTELGEEST	Tulpen	Tulip	Clay	D_87	919.0850404	0.89297729	-0.087089609	High	Middle	1135.131246	0.42762493	0.725279936	721.4688255	0.31627898	0.344783957
HeelEye2019.88.12.H.16S_000000000.JKRF4	2020_D_88	HeelEye2019-88-12-H-16S	H1	181	2019-2020	Heel	16S	E	88-12-H	SON5930	_000000000-JKRF4	12	88	88	Innovator	D	D_88	MARKNESSE	Bollen	Tulip	Clay	D_88	851.1110679	-0.019104236	-0.310169429	Middle	Middle	1161.440612	0.776455911	0.846212782	736.8391833	0.670112352	0.55405388
HeelEye2019.88.34.H.16S_000000000.JLB35	2020_D_88	HeelEye2019-88-34-H-16S	B10	502	2019-2020	Heel	16S	I	88-34-H	SON5984	_000000000-JLB35	34	88	88	Innovator	D	D_88	MARKNESSE	Bollen	Tulip	Clay	D_88	851.1110679	-0.019104236	-0.310169429	Middle	Middle	1161.440612	0.776455911	0.846212782	736.8391833	0.670112352	0.55405388
HeelEye2019.89.12.H.16S_000000000.JKP74	2020_D_89	HeelEye2019-89-12-H-16S	H12	288	2019-2020	Heel	16S	F	89-12-H	SON5931	_000000000-JKP74	12	89	89	Innovator	D	D_89	ANNA PAULOWNA	NA	Unknown	Clay	D_89	942.5385134	1.207678324	-0.010119022	High	High	1184.612112	1.083682511	0.952722208	754.9389647	1.086778429	0.80048535
HeelEye2019.89.34.H.16S_000000000.JKP3P	2020_D_89	HeelEye2019-89-34-H-16S	A4	100	2019-2020	Heel	16S	E	89-34-H	SON5929	_000000000-JKP3P	34	89	89	Innovator	D	D_89	ANNA PAULOWNA	NA	Unknown	Clay	D_89	942.5385134	1.207678324	-0.010119022	High	High	1184.612112	1.083682511	0.952722208	754.9389647	1.086778429	0.80048535
HeelEye2019.90.34.H.16S_000000000.JMM89	2020_D_90	HeelEye2019-90-34-H-16S	A11	203	2019-2020	Heel	16S	F	90-34-H	SON5932	_000000000-JMM89	34	90	90	Innovator	D	D_90	DREISCHOR	Plantuien	Onion	Clay	D_90	843.9069816	-0.115769384	-0.333812101	Middle	Middle	1060.066818	-0.567640339	0.380241024	672.9743455	-0.800088361	-0.315476283
HeelEye2019.90.12.H.16S_000000000.JMMDW	2020_D_90	HeelEye2019-90-12-H-16S	H12	480	2019-2020	Heel	16S	H	90-12-H	SON5935	_000000000-JMMDW	12	90	90	Innovator	D	D_90	DREISCHOR	Plantuien	Onion	Clay	D_90	843.9069816	-0.115769384	-0.333812101	Middle	Middle	1060.066818	-0.567640339	0.380241024	672.9743455	-0.800088361	-0.315476283
HeelEye2019.100.12.H.16S_000000000.JMMDW	2020_E_100	HeelEye2019-100-12-H-16S	E12	444	2019-2020	Heel	16S	H	100-12-H	SON5935	_000000000-JMMDW	12	100	100	Sagitta	E	E_100	MARRUM	Suikerbieten	Sugar beet	Clay	E_100	1093.431768	-0.457626419	0.48508876	Middle	Middle	1034.974487	-0.579620095	0.26490236	615.2155895	-1.04436551	-1.101871151
HeelEye2019.100.34.H.16S_000000000.JMLN7	2020_E_100	HeelEye2019-100-34-H-16S	H11	575	2019-2020	Heel	16S	I	100-34-H	SON5985	_000000000-JMLN7	34	100	100	Sagitta	E	E_100	MARRUM	Suikerbieten	Sugar beet	Clay	E_100	1093.431768	-0.457626419	0.48508876	Middle	Middle	1034.974487	-0.579620095	0.26490236	615.2155895	-1.04436551	-1.101871151
HeelEye2019.101.34.H.16S_000000000.JLBCC	2020_E_101	HeelEye2019-101-34-H-16S	D7	619	2019-2020	Heel	16S	J	101-34-H	SON5987	_000000000-JLBCC	34	101	101	Sagitta	E	E_101	MARRUM	Wintertarwe + groenbemester	Wheat	Clay	E_101	881.9552591	-2.847717235	-0.208943675	Low	Low	842.488995	-2.845547825	-0.619870711	569.4307012	-1.960873231	-1.725239859
HeelEye2019.101.12.H.16S_000000000.JKRF4	2020_E_101	HeelEye2019-101-12-H-16S	G6	174	2019-2020	Heel	16S	E	101-12-H	SON5930	_000000000-JKRF4	12	101	101	Sagitta	E	E_101	MARRUM	Wintertarwe + groenbemester	Wheat	Clay	E_101	881.9552591	-2.847717235	-0.208943675	Low	Low	842.488995	-2.845547825	-0.619870711	569.4307012	-1.960873231	-1.725239859
HeelEye2019.102.3.H.16S_000000000.JMLM7	2020_E_102	HeelEye2019-102-3-H-16S	E6	342	2019-2020	Heel	16S	G	102-3-H	SON5934	_000000000-JMLM7	3	102	102	Sagitta	E	E_102	MARRUM	NA	Unknown	Clay	E_102	1207.897452	0.836055704	0.860747019	High	Middle	1175.380181	1.073227371	0.91028699	722.875327	1.11073379	0.363933704
HeelEye2019.102.12.H.16S_000000000.JKP3P	2020_E_102	HeelEye2019-102-12-H-16S	B5	113	2019-2020	Heel	16S	E	102-12-H	SON5929	_000000000-JKP3P	12	102	102	Sagitta	E	E_102	MARRUM	NA	Unknown	Clay	E_102	1207.897452	0.836055704	0.860747019	High	Middle	1175.380181	1.073227371	0.91028699	722.875327	1.11073379	0.363933704
HeelEye2019.103.12.H.16S_000000000.JMHTR	2020_E_103	HeelEye2019-103-12-H-16S	E4	628	2019-2020	Heel	16S	J	103-12-H	SON5986	_000000000-JMHTR	12	103	103	Sagitta	E	E_103	ESPEL	Tarwe	Wheat	Clay	E_103	1085.854338	-0.543265936	0.460220834	Low	Middle	1089.506147	0.062323361	0.515560965	629.3273818	-0.76188002	-0.909736801
HeelEye2019.103.34.H.16S_000000000.JMLN7	2020_E_103	HeelEye2019-103-34-H-16S	E6	534	2019-2020	Heel	16S	I	103-34-H	SON5985	_000000000-JMLN7	34	103	103	Sagitta	E	E_103	ESPEL	Tarwe	Wheat	Clay	E_103	1085.854338	-0.543265936	0.460220834	Low	Middle	1089.506147	0.062323361	0.515560965	629.3273818	-0.76188002	-0.909736801
HeelEye2019.104.12.H.16S_000000000.JLB35	2020_E_104	HeelEye2019-104-12-H-16S	B3	495	2019-2020	Heel	16S	I	104-12-H	SON5984	_000000000-JLB35	12	104	104	Sagitta	E	E_104	EMMELOORD	Gerst	Barley	Clay	E_104	1262.336417	1.45132059	1.039407086	High	High	1233.74262	1.760266515	1.178554034	709.7883563	0.848762861	0.185752467
HeelEye2019.104.34.H.16S_000000000.JMMDW	2020_E_104	HeelEye2019-104-34-H-16S	E4	436	2019-2020	Heel	16S	H	104-34-H	SON5935	_000000000-JMMDW	34	104	104	Sagitta	E	E_104	EMMELOORD	Gerst	Barley	Clay	E_104	1262.336417	1.45132059	1.039407086	High	High	1233.74262	1.760266515	1.178554034	709.7883563	0.848762861	0.185752467
HeelEye2019.105.34.H.16S_000000000.JMMDW	2020_E_105	HeelEye2019-105-34-H-16S	F1	445	2019-2020	Heel	16S	H	105-34-H	SON5935	_000000000-JMMDW	34	105	105	Sagitta	E	E_105	BANT	Sjalotten	Onion	Clay	E_105	1225.145879	1.030996073	0.917353629	High	High	1191.553591	1.263619781	0.984629201	740.504887	1.463636864	0.603963033
HeelEye2019.105.12.H.16S_000000000.JLBCC	2020_E_105	HeelEye2019-105-12-H-16S	C4	604	2019-2020	Heel	16S	J	105-12-H	SON5987	_000000000-JLBCC	12	105	105	Sagitta	E	E_105	BANT	Sjalotten	Onion	Clay	E_105	1225.145879	1.030996073	0.917353629	High	High	1191.553591	1.263619781	0.984629201	740.504887	1.463636864	0.603963033
HeelEye2019.106.12.H.16S_000000000.JKP74	2020_E_106	HeelEye2019-106-12-H-16S	E12	252	2019-2020	Heel	16S	F	106-12-H	SON5931	_000000000-JKP74	12	106	106	Sagitta	E	E_106	ESPEL	Suikerbieten	Sugar beet	Clay	E_106	1168.472815	0.390481578	0.731361602	Middle	Middle	993.1036536	-1.072521044	0.072440138	571.3165199	-1.923123496	-1.699564131
HeelEye2019.106.34.H.16S_000000000.JMMDW	2020_E_106	HeelEye2019-106-34-H-16S	H10	478	2019-2020	Heel	16S	H	106-34-H	SON5935	_000000000-JMMDW	34	106	106	Sagitta	E	E_106	ESPEL	Suikerbieten	Sugar beet	Clay	E_106	1168.472815	0.390481578	0.731361602	Middle	Middle	993.1036536	-1.072521044	0.072440138	571.3165199	-1.923123496	-1.699564131
HeelEye2019.107.34.H.16S_000000000.JLBCC	2020_E_107	HeelEye2019-107-34-H-16S	B6	594	2019-2020	Heel	16S	J	107-34-H	SON5987	_000000000-JLBCC	34	107	107	Sagitta	E	E_107	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	E_107	1200.419951	0.751545577	0.836207044	High	Middle	1125.167569	0.482127489	0.679481192	607.8245685	-1.192316679	-1.202501104
HeelEye2019.107.12.H.16S_000000000.JLBMN	2020_E_107	HeelEye2019-107-12-H-16S	B7	403	2019-2020	Heel	16S	H	107-12-H	SON5936	_000000000-JLBMN	12	107	107	Sagitta	E	E_107	SWIFTERBANT	Suikerbieten	Sugar beet	Clay	E_107	1200.419951	0.751545577	0.836207044	High	Middle	1125.167569	0.482127489	0.679481192	607.8245685	-1.192316679	-1.202501104
HeelEye2019.108.12.H.16S_000000000.JLBMN	2020_E_108	HeelEye2019-108-12-H-16S	D6	426	2019-2020	Heel	16S	H	108-12-H	SON5936	_000000000-JLBMN	12	108	108	Sagitta	E	E_108	KRAGGENBURG	NA	Unknown	Clay	E_108	1068.780743	-0.736230364	0.404187996	Low	Middle	1046.669387	-0.441948419	0.318658793	660.8273628	-0.131323151	-0.480859431
HeelEye2019.108.34.H.16S_000000000.JKP3P	2020_E_108	HeelEye2019-108-34-H-16S	D1	133	2019-2020	Heel	16S	E	108-34-H	SON5929	_000000000-JKP3P	34	108	108	Sagitta	E	E_108	KRAGGENBURG	NA	Unknown	Clay	E_108	1068.780743	-0.736230364	0.404187996	Low	Middle	1046.669387	-0.441948419	0.318658793	660.8273628	-0.131323151	-0.480859431
HeelEye2019.109.12.H.16S_000000000.JKRF4	2020_E_109	HeelEye2019-109-12-H-16S	E12	156	2019-2020	Heel	16S	E	109-12-H	SON5930	_000000000-JKRF4	12	109	109	Sagitta	E	E_109	NAGELE	Uien	Onion	Clay	E_109	965.5663348	-1.902751455	0.065454644	Low	Low	952.6081885	-1.549231245	-0.11370011	597.7990185	-1.393005037	-1.339000601
HeelEye2019.109.34.H.16S_000000000.JFHYF	2020_E_109	HeelEye2019-109-34-H-16S	D5	41	2019-2020	Heel	16S	D	109-34-H	SON5824	_000000000-JFHYF	34	109	109	Sagitta	E	E_109	NAGELE	Uien	Onion	Clay	E_109	965.5663348	-1.902751455	0.065454644	Low	Low	952.6081885	-1.549231245	-0.11370011	597.7990185	-1.393005037	-1.339000601
HeelEye2019.110.12.H.16S_000000000.JLHG5	2020_E_110	HeelEye2019-110-12-H-16S	D3	327	2019-2020	Heel	16S	G	110-12-H	SON5933	_000000000-JLHG5	12	110	110	Sagitta	E	E_110	ENS	NA	Unknown	Clay	E_110	1134.144839	0.002509498	0.618702616	Middle	Middle	1114.594188	0.357658279	0.630879904	713.2749307	0.918556028	0.233222745
HeelEye2019.110.34.H.16S_000000000.JMHTR	2020_E_110	HeelEye2019-110-34-H-16S	G6	654	2019-2020	Heel	16S	J	110-34-H	SON5986	_000000000-JMHTR	34	110	110	Sagitta	E	E_110	ENS	NA	Unknown	Clay	E_110	1134.144839	0.002509498	0.618702616	Middle	Middle	1114.594188	0.357658279	0.630879904	713.2749307	0.918556028	0.233222745
HeelEye2019.111.34.H.16S_000000000.JH6L7	2020_E_111	HeelEye2019-111-34-H-16S	H12	96	2019-2020	Heel	16S	D	111-34-H	SON5823	_000000000-JH6L7	34	111	111	Sagitta	E	E_111	TOLLEBEEK	Tarwe	Wheat	Clay	E_111	1230.761348	1.094461652	0.935782707	High	High	1148.272986	0.754123087	0.785686865	739.6496068	1.44651613	0.592318254
HeelEye2019.111.12.H.16S_000000000.JMLN7	2020_E_111	HeelEye2019-111-12-H-16S	H3	567	2019-2020	Heel	16S	I	111-12-H	SON5985	_000000000-JMLN7	12	111	111	Sagitta	E	E_111	TOLLEBEEK	Tarwe	Wheat	Clay	E_111	1230.761348	1.094461652	0.935782707	High	High	1148.272986	0.754123087	0.785686865	739.6496068	1.44651613	0.592318254
HeelEye2019.112.12.H.16S_000000000.JKRF4	2020_E_112	HeelEye2019-112-12-H-16S	H3	183	2019-2020	Heel	16S	E	112-12-H	SON5930	_000000000-JKRF4	12	112	112	Sagitta	E	E_112	LUTTELGEEST	Witlof	Chicory	Clay	E_112	1228.451332	1.068354039	0.928201602	High	High	1140.008839	0.656838035	0.747700131	727.4104523	1.201516525	0.425680173
HeelEye2019.112.34.H.16S_000000000.JMLN7	2020_E_112	HeelEye2019-112-34-H-16S	H12	576	2019-2020	Heel	16S	I	112-34-H	SON5985	_000000000-JMLN7	34	112	112	Sagitta	E	E_112	LUTTELGEEST	Witlof	Chicory	Clay	E_112	1228.451332	1.068354039	0.928201602	High	High	1140.008839	0.656838035	0.747700131	727.4104523	1.201516525	0.425680173
HeelEye2019.113.34.H.16S_000000000.JMLN7	2020_E_113	HeelEye2019-113-34-H-16S	G3	555	2019-2020	Heel	16S	I	113-34-H	SON5985	_000000000-JMLN7	34	113	113	Sagitta	E	E_113	TERHOLE	NA	Unknown	Clay	E_113	1089.621122	-0.500694041	0.472582822	Low	Middle	1086.79337	0.030388711	0.503091495	628.5039824	-0.778362574	-0.920947518
HeelEye2019.113.12.H.16S_000000000.JKP3P	2020_E_113	HeelEye2019-113-12-H-16S	C3	123	2019-2020	Heel	16S	E	113-12-H	SON5929	_000000000-JKP3P	12	113	113	Sagitta	E	E_113	TERHOLE	NA	Unknown	Clay	E_113	1089.621122	-0.500694041	0.472582822	Low	Middle	1086.79337	0.030388711	0.503091495	628.5039824	-0.778362574	-0.920947518
HeelEye2019.114.2.H.16S_000000000.JMLN7	2020_E_114	HeelEye2019-114-2-H-16S	G1	553	2019-2020	Heel	16S	I	114-2-H	SON5985	_000000000-JMLN7	2	114	114	Sagitta	E	E_114	ZAAMSLAG	Suikerbieten	Sugar beet	Clay	E_114	1029.29529	-1.182491836	0.274602988	Low	Low	1144.291763	0.707256366	0.767386894	703.5498395	0.723882163	0.100814045
HeelEye2019.114.34.H.16S_000000000.JMM89	2020_E_114	HeelEye2019-114-34-H-16S	A12	204	2019-2020	Heel	16S	F	114-34-H	SON5932	_000000000-JMM89	34	114	114	Sagitta	E	E_114	ZAAMSLAG	Suikerbieten	Sugar beet	Clay	E_114	1029.29529	-1.182491836	0.274602988	Low	Low	1144.291763	0.707256366	0.767386894	703.5498395	0.723882163	0.100814045
HeelEye2019.115.34.H.16S_000000000.JH6L7	2020_E_115	HeelEye2019-115-34-H-16S	F9	69	2019-2020	Heel	16S	D	115-34-H	SON5823	_000000000-JH6L7	34	115	115	Sagitta	E	E_115	BIERVLIET	Wortelen en tarwe	Carrot	Clay	E_115	1163.961926	0.339499864	0.716557578	Middle	Middle	1060.954033	-0.273790425	0.384319168	700.7502986	0.66784182	0.06269784
HeelEye2019.115.12.H.16S_000000000.JKP3P	2020_E_115	HeelEye2019-115-12-H-16S	A11	107	2019-2020	Heel	16S	E	115-12-H	SON5929	_000000000-JKP3P	12	115	115	Sagitta	E	E_115	BIERVLIET	Wortelen en tarwe	Carrot	Clay	E_115	1163.961926	0.339499864	0.716557578	Middle	Middle	1060.954033	-0.273790425	0.384319168	700.7502986	0.66784182	0.06269784
HeelEye2019.116.12.H.16S_000000000.JKP3P	2020_E_116	HeelEye2019-116-12-H-16S	C11	131	2019-2020	Heel	16S	E	116-12-H	SON5929	_000000000-JKP3P	12	116	116	Sagitta	E	E_116	ENS	NA	Unknown	Clay	E_116	1180.389203	0.525159647	0.770469299	High	Middle	1152.362993	0.802270408	0.804486871	694.0930531	0.534579141	-0.027941641
HeelEye2019.116.34.H.16S_000000000.JLHG5	2020_E_116	HeelEye2019-116-34-H-16S	D5	329	2019-2020	Heel	16S	G	116-34-H	SON5933	_000000000-JLHG5	34	116	116	Sagitta	E	E_116	ENS	NA	Unknown	Clay	E_116	1180.389203	0.525159647	0.770469299	High	Middle	1152.362993	0.802270408	0.804486871	694.0930531	0.534579141	-0.027941641
HeelEye2019.117.34.H.16S_000000000.JKP74	2020_E_117	HeelEye2019-117-34-H-16S	H1	277	2019-2020	Heel	16S	F	117-34-H	SON5931	_000000000-JKP74	34	117	117	Sagitta	E	E_117	KRUISLAND	NA	Unknown	Clay	E_117	1092.735624	-0.465494179	0.482804127	Low	Middle	1029.235204	-0.647182582	0.238521347	657.2126853	-0.203680647	-0.530073854
HeelEye2019.117.12.H.16S_000000000.JH6L7	2020_E_117	HeelEye2019-117-12-H-16S	H7	91	2019-2020	Heel	16S	D	117-12-H	SON5823	_000000000-JH6L7	12	117	117	Sagitta	E	E_117	KRUISLAND	NA	Unknown	Clay	E_117	1092.735624	-0.465494179	0.482804127	Low	Middle	1029.235204	-0.647182582	0.238521347	657.2126853	-0.203680647	-0.530073854
HeelEye2019.118.12.H.16S_000000000.JKRF4	2020_E_118	HeelEye2019-118-12-H-16S	E2	146	2019-2020	Heel	16S	E	118-12-H	SON5930	_000000000-JKRF4	12	118	118	Sagitta	E	E_118	DINTELOORD	Plantuien	Onion	Clay	E_118	1134.700788	0.008792789	0.620527153	Middle	Middle	1104.288315	0.236338163	0.583508238	695.9899787	0.572551211	-0.00211469
HeelEye2019.118.34.H.16S_000000000.JH6L7	2020_E_118	HeelEye2019-118-34-H-16S	H3	87	2019-2020	Heel	16S	D	118-34-H	SON5823	_000000000-JH6L7	34	118	118	Sagitta	E	E_118	DINTELOORD	Plantuien	Onion	Clay	E_118	1134.700788	0.008792789	0.620527153	Middle	Middle	1104.288315	0.236338163	0.583508238	695.9899787	0.572551211	-0.00211469
HeelEye2019.119.34.H.16S_000000000.JKP74	2020_E_119	HeelEye2019-119-34-H-16S	G5	269	2019-2020	Heel	16S	F	119-34-H	SON5931	_000000000-JKP74	34	119	119	Sagitta	E	E_119	TOLLEBEEK	NA	Unknown	Clay	E_119	1075.960196	-0.655088743	0.427749827	Low	Middle	1017.082486	-0.790243658	0.182660524	655.7074489	-0.233812002	-0.550567892
HeelEye2019.119.12.H.16S_000000000.JLBCC	2020_E_119	HeelEye2019-119-12-H-16S	D10	622	2019-2020	Heel	16S	J	119-12-H	SON5987	_000000000-JLBCC	12	119	119	Sagitta	E	E_119	TOLLEBEEK	NA	Unknown	Clay	E_119	1075.960196	-0.655088743	0.427749827	Low	Middle	1017.082486	-0.790243658	0.182660524	655.7074489	-0.233812002	-0.550567892
HeelEye2019.120.34.H.16S_000000000.JLBMN	2020_E_120	HeelEye2019-120-34-H-16S	C2	410	2019-2020	Heel	16S	H	120-34-H	SON5936	_000000000-JLBMN	34	120	120	Sagitta	E	E_120	KRUISLAND	Plantuien	Onion	Clay	E_120	1148.371763	0.163301067	0.665393128	Middle	Middle	1109.847273	0.301777886	0.609060379	688.8843715	0.430313365	-0.098858689
HeelEye2019.120.12.H.16S_000000000.JFHYF	2020_E_120	HeelEye2019-120-12-H-16S	B12	24	2019-2020	Heel	16S	D	120-12-H	SON5824	_000000000-JFHYF	12	120	120	Sagitta	E	E_120	KRUISLAND	Plantuien	Onion	Clay	E_120	1148.371763	0.163301067	0.665393128	Middle	Middle	1109.847273	0.301777886	0.609060379	688.8843715	0.430313365	-0.098858689
HeelEye2019.91.34.H.16S_000000000.JKP3P	2020_E_91	HeelEye2019-91-34-H-16S	A6	102	2019-2020	Heel	16S	E	91-34-H	SON5929	_000000000-JKP3P	34	91	91	Sagitta	E	E_91	USQUERT	NA	Unknown	Clay	E_91	1144.942364	0.124542271	0.654138384	Middle	Middle	1145.803397	0.725051231	0.774335225	721.3389741	1.079979552	0.343016008
HeelEye2019.91.12.H.16S_000000000.JMMDW	2020_E_91	HeelEye2019-91-12-H-16S	E9	441	2019-2020	Heel	16S	H	91-12-H	SON5935	_000000000-JMMDW	12	91	91	Sagitta	E	E_91	USQUERT	NA	Unknown	Clay	E_91	1144.942364	0.124542271	0.654138384	Middle	Middle	1145.803397	0.725051231	0.774335225	721.3389741	1.079979552	0.343016008
HeelEye2019.92.34.H.16S_000000000.JMHTR	2020_E_92	HeelEye2019-92-34-H-16S	H9	669	2019-2020	Heel	16S	J	92-34-H	SON5986	_000000000-JMHTR	34	92	92	Sagitta	E	E_92	ZANDEWEER	Wintertarwe	Wheat	Clay	E_92	1165.599379	0.35800623	0.72193144	Middle	Middle	1115.960878	0.373746882	0.637161994	708.6538017	0.826051698	0.170305321
